PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"15500499","Liver biopsy complicated by hemorrhage in a patient with ARC syndrome","Hayes JA, Kahr WH, Lo B, Macpherson BA.","Paediatr Anaesth. 2004 Nov;14(11):960-3. doi: 10.1111/j.1460-9592.2004.01301.x.","Hayes JA","Paediatr Anaesth","2004","2004/10/27","","","10.1111/j.1460-9592.2004.01301.x"
"9637639","Prophylactic angiotensin II infusion during spinal anesthesia for elective cesarean delivery","Vincent RD Jr, Werhan CF, Norman PF, Shih GH, Chestnut DH, Ray T, Ross EL, Bofill JA, Shaw DB.","Anesthesiology. 1998 Jun;88(6):1475-9. doi: 10.1097/00000542-199806000-00009.","Vincent RD Jr","Anesthesiology","1998","1998/06/24","","","10.1097/00000542-199806000-00009"
"1590869","Cardiopulmonary resuscitation in very low birthweight infants","Sood S, Giacoia GP.","Am J Perinatol. 1992 Mar;9(2):130-3. doi: 10.1055/s-2007-994686.","Sood S","Am J Perinatol","1992","1992/03/01","","","10.1055/s-2007-994686"
"3232892","[Dopamine in hypotensive neonates. Study of 31 cases]","Morena Hinojosas V, Elorza Fernández MD, Beceiro Mosquera J, Burgueros Valero M, García-Alix Pérez A, Pérez Rodríguez J, Quero Jiménez J.","An Esp Pediatr. 1988 Nov;29(5):363-8.","Morena Hinojosas V","An Esp Pediatr","1988","1988/11/01","","",""
"6125663","Methyldopa in pregnancy hypertension and the newborn","Bódis J, Sulyok E, Ertl T, Varga L, Hartmann G, Csaba IF.","Lancet. 1982 Aug 28;2(8296):498-9. doi: 10.1016/s0140-6736(82)90528-1.","Bódis J","Lancet","1982","1982/08/28","","","10.1016/s0140-6736(82)90528-1"
"16325320","Rescue therapy with terlipressin by continuous infusion in a child with catecholamine-resistant septic shock","Zeballos G, López-Herce J, Fernández C, Brandstrup KB, Rodríguez-Núñez A.","Resuscitation. 2006 Jan;68(1):151-3. doi: 10.1016/j.resuscitation.2005.06.016. Epub 2005 Dec 1.","Zeballos G","Resuscitation","2006","2005/12/06","","","10.1016/j.resuscitation.2005.06.016"
"1665527","Beta-adrenoceptor density on mononuclear leukocytes and right atrial myocardium in infants and children with congenital heart disease","Kozlik R, Kramer HH, Wicht H, Bircks W, Reinhardt D.","Klin Wochenschr. 1991 Dec 11;69(20):910-6. doi: 10.1007/BF01798537.","Kozlik R","Klin Wochenschr","1991","1991/12/11","","","10.1007/BF01798537"
"6394025","Hepatic injury: a possible complication of dopamine infusion through an inappropriately placed umbilical vein catheter","Venkataraman PS, Babcock DS, Tsang RC, Ballard JL.","Am J Perinatol. 1984 Jul;1(4):351-4. doi: 10.1055/s-2007-1000038.","Venkataraman PS","Am J Perinatol","1984","1984/07/01","","","10.1055/s-2007-1000038"
"6714257","Cardiovascular response to dopamine in hypotensive preterm neonates with severe hyaline membrane disease","Seri I, Tulassay T, Kiszel J, Machay T, Csömör S.","Eur J Pediatr. 1984 Apr;142(1):3-9. doi: 10.1007/BF00442581.","Seri I","Eur J Pediatr","1984","1984/04/01","","","10.1007/BF00442581"
"19509348","Comment: Terlipressin for children with extremely low cardiac output after open heart surgery","Meyer S.","Ann Pharmacother. 2009 Jul;43(7):1375-6; author reply 1376. doi: 10.1345/aph.1L199a. Epub 2009 Jun 9.","Meyer S","Ann Pharmacother","2009","2009/06/11","","","10.1345/aph.1L199a"
"7366909","Effect of dihydralazine on the fetus in the treatment of maternal hypertension","Vink GJ, Moodley J, Philpott RH.","Obstet Gynecol. 1980 Apr;55(4):519-22.","Vink GJ","Obstet Gynecol","1980","1980/04/01","","",""
"4299150","Hypoglycemia and the central nervous system","Etheridge JE Jr.","Pediatr Clin North Am. 1967 Nov;14(4):865-80. doi: 10.1016/s0031-3955(16)32061-2.","Etheridge JE Jr","Pediatr Clin North Am","1967","1967/11/01","","","10.1016/s0031-3955(16)32061-2"
"12019395","Vasopressin reversal of phenoxybenzamine-induced hypotension after the Norwood procedure","O'Blenes SB, Roy N, Konstantinov I, Bohn D, Van Arsdell GS.","J Thorac Cardiovasc Surg. 2002 May;123(5):1012-3. doi: 10.1067/mtc.2002.122207.","O'Blenes SB","J Thorac Cardiovasc Surg","2002","2002/05/23","","","10.1067/mtc.2002.122207"
"2735549","Intraoperative hypoxemic spells in tetralogy of Fallot. An echocardiographic analysis of diagnosis and treatment","Greeley WJ, Stanley TE 3rd, Ungerleider RM, Kisslo JA.","Anesth Analg. 1989 Jun;68(6):815-9.","Greeley WJ","Anesth Analg","1989","1989/06/01","","",""
"15906214","A case report of an extremely low birthweight infant with circulatory collapse accompanied by cerebral infarction after the acute period","Iijima S, Ohzeki T.","Am J Perinatol. 2005 May;22(4):205-9. doi: 10.1055/s-2005-866601.","Iijima S","Am J Perinatol","2005","2005/05/21","","","10.1055/s-2005-866601"
"10488483","[Hyperthyroidism in a premature infant due to transplacental passage of maternal thyrotropin receptor antibodies]","Rink T, Wieg C, Schroth HJ, Helisch A, Bertram U.","Nuklearmedizin. 1999;38(5):156-9.","Rink T","Nuklearmedizin","1999","1999/09/17","","",""
"1469828","[The renal effects of dopamine therapy in premature infants in the first week of life]","Schramm D, Sander I, Frenzel J, Rappsilber M, Bräunlich H.","Kinderarztl Prax. 1992 Nov;60(8):243-5.","Schramm D","Kinderarztl Prax","1992","1992/11/01","","",""
"19581820","Pediatric cardiac arrest refractory to advanced life support: is there a role for terlipressin?","Gil-Antón J, López-Herce J, Morteruel E, Carrillo A, Rodríguez-Núñez A.","Pediatr Crit Care Med. 2010 Jan;11(1):139-41. doi: 10.1097/PCC.0b013e3181ae7834.","Gil-Antón J","Pediatr Crit Care Med","2010","2009/07/08","","","10.1097/PCC.0b013e3181ae7834"
"14978912","[Prostacyclin oral internal therapy for severe pulmonary hypertension after total correction of cor triatriatum with partial anomalous pulmonary venous return; report of a case]","Hamawaki M, Tomino T, Sato H, Imura M, Suzuki K, Nakashima K, Okamoto Y.","Kyobu Geka. 2004 Feb;57(2):147-50.","Hamawaki M","Kyobu Geka","2004","2004/02/26","","",""
"6872285","Therapeutic use of PGA1 infusions in severe pre-eclampsia - a major clinical potential","Toppozada MK, Shaala SA, Moussa HA.","Clin Exp Hypertens B. 1983;2(2):217-32. doi: 10.3109/10641958309006082.","Toppozada MK","Clin Exp Hypertens B","1983","1983/01/01","","","10.3109/10641958309006082"
"11315577","[Electrocardiographic signs of autonomic imbalance in infants with congenital heart defects]","Buchhorn R, Geesmann M, Bürsch J.","Z Kardiol. 2001 Mar;90(3):184-90. doi: 10.1007/s003920170182.","Buchhorn R","Z Kardiol","2001","2001/04/24","","","10.1007/s003920170182"
"5365768","[Prolonged supraventricular ectopic tachycardia in the child. (16 cases)]","Fidelle J, Cloup M, Nouaille J.","Ann Pediatr (Paris). 1969 Nov 2;16(11):687-97.","Fidelle J","Ann Pediatr (Paris)","1969","1969/11/02","","",""
"3513499","Persistent pulmonary hypertension of the newborn","Tiefenbrunn LJ, Riemenschneider TA.","Am Heart J. 1986 Mar;111(3):564-72. doi: 10.1016/0002-8703(86)90065-7.","Tiefenbrunn LJ","Am Heart J","1986","1986/03/01","","","10.1016/0002-8703(86)90065-7"
"5243882","Diazoxide therapy of intractable hypoglycemia","Marks V, Samols E.","Ann N Y Acad Sci. 1968 Apr 11;150(2):442-54. doi: 10.1111/j.1749-6632.1968.tb19068.x.","Marks V","Ann N Y Acad Sci","1968","1968/04/11","","","10.1111/j.1749-6632.1968.tb19068.x"
"17621749","Inhaled iloprost for severe persistent pulmonary hypertension of the newborn","Chotigeat U, Jaratwashirakul S.","J Med Assoc Thai. 2007 Jan;90(1):167-70.","Chotigeat U","J Med Assoc Thai","2007","2007/07/12","","",""
"3659173","Acute management of dopamine infiltration injury with Regitine","Siwy BK, Sadove AM.","Plast Reconstr Surg. 1987 Oct;80(4):610-2. doi: 10.1097/00006534-198710000-00024.","Siwy BK","Plast Reconstr Surg","1987","1987/10/01","","","10.1097/00006534-198710000-00024"
"8839090","Nicardipine to control mean arterial pressure during extracorporeal membrane oxygenation","Tobias JD, Pietsch JB, Lynch A.","Paediatr Anaesth. 1996;6(1):57-60. doi: 10.1111/j.1460-9592.1996.tb00355.x.","Tobias JD","Paediatr Anaesth","1996","1996/01/01","","","10.1111/j.1460-9592.1996.tb00355.x"
"11536027","Phentolamine use in a neonate for the prevention of dermal necrosis caused by dopamine: a case report","Subhani M, Sridhar S, DeCristofaro JD.","J Perinatol. 2001 Jul-Aug;21(5):324-6. doi: 10.1038/sj.jp.7200493.","Subhani M","J Perinatol","2001","2001/09/06","","","10.1038/sj.jp.7200493"
"7815214","Hypotension in preterm infants","Milstein JM.","J Pediatr. 1995 Jan;126(1):160-1. doi: 10.1016/s0022-3476(95)70536-8.","Milstein JM","J Pediatr","1995","1995/01/01","","","10.1016/s0022-3476(95)70536-8"
"8857441","Circulatory and diuretic effects of dopexamine infusion in low-birth-weight infants with respiratory failure","Kawczynski P, Piotrowski A.","Intensive Care Med. 1996 Jan;22(1):65-70. doi: 10.1007/BF01728334.","Kawczynski P","Intensive Care Med","1996","1996/01/01","","","10.1007/BF01728334"
"2877445","Cyclic antidepressant overdose in children: a proposed treatment protocol","Walsh DM.","Pediatr Emerg Care. 1986 Mar;2(1):28-35. doi: 10.1097/00006565-198603000-00009.","Walsh DM","Pediatr Emerg Care","1986","1986/03/01","","","10.1097/00006565-198603000-00009"
"4746552","Nephrogenic diabetes insipidus and obstructive uropathy","Wiggelinkhuizen J, Retief PJ, Wolff B, Fisher RM, Cremin BJ.","Am J Dis Child. 1973 Sep;126(3):398-401. doi: 10.1001/archpedi.1973.02110190346021.","Wiggelinkhuizen J","Am J Dis Child","1973","1973/09/01","","","10.1001/archpedi.1973.02110190346021"
"9881899","Surgical successful treatment of Cushing's syndrome in a pregnant patient complicated with severe cardiac involvement","Kamiya Y, Okada M, Yoneyama A, Jin-no Y, Hibino T, Watanabe O, Kajiura S, Suzuki Y, Iwata H, Kobayashi S.","Endocr J. 1998 Aug;45(4):499-504. doi: 10.1507/endocrj.45.499.","Kamiya Y","Endocr J","1998","1999/01/09","","","10.1507/endocrj.45.499"
"8878722","Low-dose dopamine in treating acute renal failure caused by preeclampsia","Nasu K, Yoshimatsu J, Anai T, Miyakawa I.","Gynecol Obstet Invest. 1996;42(2):140-1. doi: 10.1159/000291926.","Nasu K","Gynecol Obstet Invest","1996","1996/01/01","","","10.1159/000291926"
"2642619","Neurologic complications of captopril treatment of neonatal hypertension","Perlman JM, Volpe JJ.","Pediatrics. 1989 Jan;83(1):47-52.","Perlman JM","Pediatrics","1989","1989/01/01","","",""
"18066959","Home blood pressure levels in pregnant women with chronic hypertension","Rey E, Pilon F, Boudreault J.","Hypertens Pregnancy. 2007;26(4):403-14. doi: 10.1080/10641950701548000.","Rey E","Hypertens Pregnancy","2007","2007/12/11","","","10.1080/10641950701548000"
"9828745","Adverse neonatal effects of maternal labetalol treatment","Crooks BN, Deshpande SA, Hall C, Platt MP, Milligan DW.","Arch Dis Child Fetal Neonatal Ed. 1998 Sep;79(2):F150-1. doi: 10.1136/fn.79.2.f150.","Crooks BN","Arch Dis Child Fetal Neonatal Ed","1998","1998/11/26","PMC1720843","","10.1136/fn.79.2.f150"
"24193957","Adding hydrocortisone as 1st line of inotropic treatment for hypotension in very low birth weight infants: correspondence","Hakan N, Aydin M, Girgin F, Zenciroglu A, Okumus N.","Indian J Pediatr. 2014 Sep;81(9):986-7. doi: 10.1007/s12098-013-1275-5. Epub 2013 Nov 6.","Hakan N","Indian J Pediatr","2014","2013/11/07","","","10.1007/s12098-013-1275-5"
"3034983","Changes in catecholamine-induced lipolysis in isolated human fat cells during the first year of life","Marcus C, Karpe B, Bolme P, Sonnenfeld T, Arner P.","J Clin Invest. 1987 Jun;79(6):1812-8. doi: 10.1172/JCI113022.","Marcus C","J Clin Invest","1987","1987/06/01","PMC424524","","10.1172/JCI113022"
"3181203","Effect of low-dose dopamine infusion on urinary prostaglandin E2 excretion in sick, preterm infants","Seri I, Hajdu J, Kiszel J, Tulassay T, Aperia A.","Eur J Pediatr. 1988 Aug;147(6):616-20. doi: 10.1007/BF00442476.","Seri I","Eur J Pediatr","1988","1988/08/01","","","10.1007/BF00442476"
"15805413","Preterm circulatory support is more complex than just blood pressure","Evans N, Osborn D, Kluckow M.","Pediatrics. 2005 Apr;115(4):1114-5; author reply 1115-6. doi: 10.1542/peds.2005-0009.","Evans N","Pediatrics","2005","2005/04/05","","","10.1542/peds.2005-0009"
"8969734","Effect of methylene blue on refractory neonatal hypotension","Driscoll W, Thurin S, Carrion V, Steinhorn RH, Morin FC 3rd.","J Pediatr. 1996 Dec;129(6):904-8. doi: 10.1016/s0022-3476(96)70036-7.","Driscoll W","J Pediatr","1996","1996/12/01","","","10.1016/s0022-3476(96)70036-7"
"18041333","How low can you go? Diastolic hypotension","Suddaby EC.","Pediatr Nurs. 2007 Sep-Oct;33(5):432-3.","Suddaby EC","Pediatr Nurs","2007","2007/11/29","","",""
"12929303","Intractable hypotension in septic shock: successful treatment with vasopressin in an infant","Leibovitch L, Efrati O, Vardi A, Matok I, Barzilay Z, Paret G.","Isr Med Assoc J. 2003 Aug;5(8):596-8.","Leibovitch L","Isr Med Assoc J","2003","2003/08/22","","",""
"3309725","[Clinical usefulness of captopril in the treatment of severe myocardial insufficiency in childhood]","de Leva F, Pacileo G, Caso P, Dialetto G, Elia L, Porzio G, Violini R, Mininni N.","Minerva Cardioangiol. 1987 Jun;35(6):331-5.","de Leva F","Minerva Cardioangiol","1987","1987/06/01","","",""
"3364785","[Possibilities of combination drug correction of circulatory disorders in children with surgical diseases]","Doletskiĭ AS, Apukhtina TE, Timoshchenko OA.","Anesteziol Reanimatol. 1988 Jan-Feb;(1):30-1.","Doletskiĭ AS","Anesteziol Reanimatol","1988","1988/01/01","","",""
"4890130","A-cell deficiency and B-cell hyperplasia of Langerhans' islet as a cause of leucine sensitive hypoglycemia","Yoshinaga T, Isshiki G, Okuno G, Ueda T, Ogawa S.","Endokrinologie. 1968;53(3):270-7.","Yoshinaga T","Endokrinologie","1968","1968/01/01","","",""
"1317424","Extensive hepatic necrosis in a premature infant","Bemmel LA, Hack WW, Seldenrijk CA, Kneepkens CM.","J Pediatr Gastroenterol Nutr. 1992 Feb;14(2):228-31. doi: 10.1097/00005176-199202000-00019.","Bemmel LA","J Pediatr Gastroenterol Nutr","1992","1992/02/01","","","10.1097/00005176-199202000-00019"
"5433759","Atrial and nodal (junctional) tachycardia","Chou TC.","Mod Treat. 1970 Jan;7(1):40-57.","Chou TC","Mod Treat","1970","1970/01/01","","",""
"6646141","[Tolazoline and dopamine in the treatment of the persistent fetal circulation syndrome]","Seri I, Tulassay TL, Machay T, Kiszel J, Téglás E, Csömör S.","Monatsschr Kinderheilkd. 1983 Oct;131(10):710-3.","Seri I","Monatsschr Kinderheilkd","1983","1983/10/01","","",""
"5225562","Liver phosphorylase. Deactivation in a child with progressive brain disease, increased hepatic glycogen and increased urinary catecholamines","Hug G, Schubert WK, Chuck G, Garancis JC.","Am J Med. 1967 Jan;42(1):139-45. doi: 10.1016/0002-9343(67)90011-3.","Hug G","Am J Med","1967","1967/01/01","","","10.1016/0002-9343(67)90011-3"
"3923730","Diaphragmatic hernia in neonate","Brereton RJ, Kumar D, Spitz L.","Z Kinderchir. 1985 Apr;40(2):75-9. doi: 10.1055/s-2008-1059718.","Brereton RJ","Z Kinderchir","1985","1985/04/01","","","10.1055/s-2008-1059718"
"10592082","Beta-blocker therapy in an infant with pulmonary hypertension","Buchhorn R, Hulpke-Wette M, Wessel A, Bürsch J.","Eur J Pediatr. 1999 Dec;158(12):1007-8. doi: 10.1007/s004310051270.","Buchhorn R","Eur J Pediatr","1999","1999/12/11","","","10.1007/s004310051270"
"6250107","The control of uterine activity","Hurry DJ.","Obstet Gynecol Annu. 1980;9:213-60.","Hurry DJ","Obstet Gynecol Annu","1980","1980/01/01","","",""
"6637470","The renin-aldosterone system in nephrogenic diabetes insipidus and the influence of hydrochlorothiazide and indomethacin","Andersen O, Jacobsen BB.","Acta Paediatr Scand. 1983 Sep;72(5):717-20. doi: 10.1111/j.1651-2227.1983.tb09800.x.","Andersen O","Acta Paediatr Scand","1983","1983/09/01","","","10.1111/j.1651-2227.1983.tb09800.x"
"6631614","Physiologic oscillations produced by an infusion pump","Schulze KF, Graff M, Schimmel MS, Schenkman A, Rohan P.","J Pediatr. 1983 Nov;103(5):796-8. doi: 10.1016/s0022-3476(83)80489-2.","Schulze KF","J Pediatr","1983","1983/11/01","","","10.1016/s0022-3476(83)80489-2"
"6760104","[Role of prostaglandins and prostacyclins in pediatric gastroenterology]","Zaorska B.","Pediatr Pol. 1982 May-Jun;57(5-6):451-5.","Zaorska B","Pediatr Pol","1982","1982/05/01","","",""
"9531834","[Accidental administration of racemic adrenaline. Three life-threatening cases after intravenous injection in children]","Zeller B, Bangstad HJ.","Tidsskr Nor Laegeforen. 1998 Mar 10;118(7):1080-1.","Zeller B","Tidsskr Nor Laegeforen","1998","1998/04/09","","",""
"7788700","Caution in use of beta blockers during pregnancy","Cheng TO.","Cathet Cardiovasc Diagn. 1995 Feb;34(2):186. doi: 10.1002/ccd.1810340422.","Cheng TO","Cathet Cardiovasc Diagn","1995","1995/02/01","","","10.1002/ccd.1810340422"
"470886","[Occult diabetes insipidus of a pitressin-resistant and familial type in infants. Presentation of a case]","Gandullia E, Lignana E.","Minerva Pediatr. 1979 Mar 31;31(6):429-34.","Gandullia E","Minerva Pediatr","1979","1979/03/31","","",""
"1797120","Severe intrauterine infection due to Capnocytophaga ochracea","Mayatepek E, Zilow E, Pohl S.","Biol Neonate. 1991;60(3-4):184-6. doi: 10.1159/000243406.","Mayatepek E","Biol Neonate","1991","1991/01/01","","","10.1159/000243406"
"6382116","[Tolazoline and dopamine in the management of persistent fetal circulation]","Seri I, Tulassay T, Kiszel J, Machay T, Lipták M, Csömör S.","Orv Hetil. 1984 Aug 5;125(32):1939-40, 1943-44.","Seri I","Orv Hetil","1984","1984/08/05","","",""
"3742303","[Complications of surgical treatment of interventricular communications in the infant]","Lebreton P, Lognone T, Zerr C, Fauchon G, Khayat A.","Cah Anesthesiol. 1986 May;34(3):199-203.","Lebreton P","Cah Anesthesiol","1986","1986/05/01","","",""
"5990991","[Pitressin-resistant diabetes insipidus. A major occult form occurring sporadically in a young girl; attempted treatment with salidiuretics]","Loeb H, Gyselings R.","Helv Paediatr Acta. 1966 Jul;21(3):224-9.","Loeb H","Helv Paediatr Acta","1966","1966/07/01","","",""
"5524056","Content of catecholamines in the adrenal medulla in hypertension and other diseases","Hinterberger H, Steele RH, Bartholomew RJ.","Biochem Med. 1970 Aug;4(1):1-12. doi: 10.1016/0006-2944(70)90096-7.","Hinterberger H","Biochem Med","1970","1970/08/01","","","10.1016/0006-2944(70)90096-7"
"4074569","[Sleep disorders in newborn infants born to mothers treated with antihypertensive agents]","Kamiyama J, Shimotaira M, Kawano Y, Hayashi M, Suzuki H.","No To Hattatsu. 1985 Sep;17(5):462-4.","Kamiyama J","No To Hattatsu","1985","1985/09/01","","",""
"5245334","[Effect of 1-beta-oxyethyl-2-phenyl-methyl-piperidine in 6 cases of diabetes insipidus in children]","Mouzet MT, Balsan S, Royer P.","Arch Fr Pediatr. 1968 Feb;25(2):189-201.","Mouzet MT","Arch Fr Pediatr","1968","1968/02/01","","",""
"995033","[Hypotension syndrome in pregnancy and during labor]","Kirchhoff H.","Med Klin. 1976 Nov 5;71(45):1928-36.","Kirchhoff H","Med Klin","1976","1976/11/05","","",""
"5260189","[Common accidents of local and local-regional anesthesia]","Lartigau G, Rivoalen P, Picard P.","Rev Fr Odontostomatol. 1969 Oct;16(8):1107-11.","Lartigau G","Rev Fr Odontostomatol","1969","1969/10/01","","",""
"3082595","Management of kerosene-induced pulmonary injury","Zucker AR, Berger S, Wood LD.","Crit Care Med. 1986 Apr;14(4):303-4. doi: 10.1097/00003246-198604000-00013.","Zucker AR","Crit Care Med","1986","1986/04/01","","","10.1097/00003246-198604000-00013"
"1237725","[Use of dopamine following open heart surgery]","Seki S, Yamamoto M, Kaneko H, Tanizaki M, Takahara I.","Kyobu Geka. 1975 Sep;28(9):643-9.","Seki S","Kyobu Geka","1975","1975/09/01","","",""
"747508","[Arhinencephaly detected by a pitressin-sensitive diabetes insipidus]","Palcoux JB, Guesry P, Czernichow P, Broyer M.","Arch Fr Pediatr. 1978 Nov;35(9):998-1003.","Palcoux JB","Arch Fr Pediatr","1978","1978/11/01","","",""
"22883198","[Meta-analysis of mild hypothermia for gestational age over 35-week newborns with hypoxic-ischemic encephalopathy]","Wang LS, Cheng GQ, Zhou WH, Sun JQ, Cao Y, Shao XM.","Zhonghua Yi Xue Za Zhi. 2012 May 29;92(20):1400-4.","Wang LS","Zhonghua Yi Xue Za Zhi","2012","2012/08/14","","",""
"10587843","Relationship of endothelial function to birth weight in humans","McAllister AS, Atkinson AB, Johnston GD, McCance DR.","Diabetes Care. 1999 Dec;22(12):2061-6. doi: 10.2337/diacare.22.12.2061.","McAllister AS","Diabetes Care","1999","1999/12/10","","","10.2337/diacare.22.12.2061"
"4717592","Diazoxide therapy in the syndrome of Beckwith-Weidemann-Coombs","Gotlin RW.","J Pediatr. 1973 Aug;83(2):342-3. doi: 10.1016/s0022-3476(73)80509-8.","Gotlin RW","J Pediatr","1973","1973/08/01","","","10.1016/s0022-3476(73)80509-8"
"28026887","Combined spinal-epidural anesthesia with hypobaric ropivacaine in sitting position significantly increases the incidence of hypotension in parturients undergoing cesarean section","Xu Z, Shen F, Zhang Y, Tao Y, Chen X, Liu Z.","J Obstet Gynaecol Res. 2017 Apr;43(4):669-675. doi: 10.1111/jog.13253. Epub 2016 Dec 27.","Xu Z","J Obstet Gynaecol Res","2017","2016/12/28","","","10.1111/jog.13253"
"1984728","Evaluation and management of supraventricular tachycardia in children","Binder LS, Boeche R, Atkinson D.","Ann Emerg Med. 1991 Jan;20(1):51-4. doi: 10.1016/s0196-0644(05)81118-7.","Binder LS","Ann Emerg Med","1991","1991/01/01","","","10.1016/s0196-0644(05)81118-7"
"20390261","Echocardiographic evaluation of children with systemic ventricular dysfunction treated with carvedilol","Petko C, Minich LL, Everitt MD, Holubkov R, Shaddy RE, Tani LY.","Pediatr Cardiol. 2010 Aug;31(6):780-4. doi: 10.1007/s00246-010-9700-2.","Petko C","Pediatr Cardiol","2010","2010/04/15","","","10.1007/s00246-010-9700-2"
"10844829","Reducing stress responses in the pre-bypass phase of open heart surgery in infants and young children: a comparison of different fentanyl doses","Duncan HP, Cloote A, Weir PM, Jenkins I, Murphy PJ, Pawade AK, Rogers CA, Wolf AR.","Br J Anaesth. 2000 May;84(5):556-64. doi: 10.1093/bja/84.5.556.","Duncan HP","Br J Anaesth","2000","2000/06/09","","","10.1093/bja/84.5.556"
"4403192","The autonomic nervous system and some aspects of the use of autonomic drugs in children. II","Loggie JM, Van Maanen EF.","J Pediatr. 1972 Sep;81(3):432-45. doi: 10.1016/s0022-3476(72)80169-0.","Loggie JM","J Pediatr","1972","1972/09/01","","","10.1016/s0022-3476(72)80169-0"
"16148814","Nesiritide in infants and children with congestive heart failure","Mahle WT, Cuadrado AR, Kirshbom PM, Kanter KR, Simsic JM.","Pediatr Crit Care Med. 2005 Sep;6(5):543-6. doi: 10.1097/01.pcc.0000164634.58297.9a.","Mahle WT","Pediatr Crit Care Med","2005","2005/09/09","","","10.1097/01.pcc.0000164634.58297.9a"
"11020745","Oral clonidine premedication does not change efficacy of simulated epidural test dose in sevoflurane-anesthetized children","Shiga M, Nishina K, Mikawa K, Uesugi T, Maekawa N, Obara H.","Anesthesiology. 2000 Oct;93(4):954-8. doi: 10.1097/00000542-200010000-00013.","Shiga M","Anesthesiology","2000","2000/10/06","","","10.1097/00000542-200010000-00013"
"20738795","Hypoglycemia as a result of propranolol during treatment of infantile hemangioma: a case report","Breur JM, de Graaf M, Breugem CC, Pasmans SG.","Pediatr Dermatol. 2011 Mar-Apr;28(2):169-71. doi: 10.1111/j.1525-1470.2010.01224.x.","Breur JM","Pediatr Dermatol","2011","2010/08/27","","","10.1111/j.1525-1470.2010.01224.x"
"7351116","Metabolic disposition of methyldopa in hypertensive and renal-insufficient children","O'Dea RF, Mirkin BL.","Clin Pharmacol Ther. 1980 Jan;27(1):37-43. doi: 10.1038/clpt.1980.6.","O'Dea RF","Clin Pharmacol Ther","1980","1980/01/01","","","10.1038/clpt.1980.6"
"12475466","Delisting of infants and children from the heart transplantation waiting list after carvedilol treatment","Azeka E, Franchini Ramires JA, Valler C, Alcides Bocchi E.","J Am Coll Cardiol. 2002 Dec 4;40(11):2034-8. doi: 10.1016/s0735-1097(02)02570-6.","Azeka E","J Am Coll Cardiol","2002","2002/12/12","","","10.1016/s0735-1097(02)02570-6"
"21336126","Incidence of adrenal insufficiency and impact of corticosteroid supplementation in critically ill children with systemic inflammatory syndrome and vasopressor-dependent shock","Hebbar KB, Stockwell JA, Leong T, Fortenberry JD.","Crit Care Med. 2011 May;39(5):1145-50. doi: 10.1097/CCM.0b013e31820eb4e4.","Hebbar KB","Crit Care Med","2011","2011/02/22","","","10.1097/CCM.0b013e31820eb4e4"
"19267317","Severe intraventricular hemorrhage in preterm infants: comparison of risk factors and short-term neonatal morbidities between grade 3 and grade 4 intraventricular hemorrhage","Sarkar S, Bhagat I, Dechert R, Schumacher RE, Donn SM.","Am J Perinatol. 2009 Jun;26(6):419-24. doi: 10.1055/s-0029-1214237. Epub 2009 Mar 6.","Sarkar S","Am J Perinatol","2009","2009/03/10","","","10.1055/s-0029-1214237"
"1673730","[Effect of adrenergic beta blockers on hemodynamics, diastolic relaxation and distensibility of left-ventricular myocardium in patients with ischemic heart disease]","Moroz VA, Gladchenko AR, Latoguz IK, Khimenko PL.","Klin Med (Mosk). 1991 Jan;69(1):47-8.","Moroz VA","Klin Med (Mosk)","1991","1991/01/01","","",""
"10754080","Procainamide for rate control of postsurgical junctional tachycardia","Mandapati R, Byrum CJ, Kavey RE, Smith FC, Kveselis DA, Hannan WP, Brandt B 3rd, Gaum WE.","Pediatr Cardiol. 2000 Mar-Apr;21(2):123-8. doi: 10.1007/s002469910018.","Mandapati R","Pediatr Cardiol","2000","2000/04/08","","","10.1007/s002469910018"
"11867930","Changes in serum cortisol with age in critically ill patients","Beale E, Zhu J, Belzberg H.","Gerontology. 2002 Mar-Apr;48(2):84-92. doi: 10.1159/000048932.","Beale E","Gerontology","2002","2002/02/28","","","10.1159/000048932"
"18805856","Hemodynamic effects and safety of nesiritide in neonates with heart failure","Simsic JM, Mahle WT, Cuadrado A, Kirshbom PM, Maher KO.","J Intensive Care Med. 2008 Nov-Dec;23(6):389-95. doi: 10.1177/0885066608324296. Epub 2008 Sep 19.","Simsic JM","J Intensive Care Med","2008","2008/09/23","","","10.1177/0885066608324296"
"9828742","Histochemical, clinical, and in vitro beta cell responses in a neonate with persistent hyperinsulinaemic hypoglycaemia of infancy","Panesar NS, Poon CW, Liew CT, Wong GW, Hjelm NM.","Arch Dis Child Fetal Neonatal Ed. 1998 Sep;79(2):F141-4. doi: 10.1136/fn.79.2.f141.","Panesar NS","Arch Dis Child Fetal Neonatal Ed","1998","1998/11/26","PMC1720842","","10.1136/fn.79.2.f141"
"26099138","Prospective multicentre randomised, double-blind, equivalence study comparing clonidine and midazolam as intravenous sedative agents in critically ill children: the SLEEPS (Safety profiLe, Efficacy and Equivalence in Paediatric intensive care Sedation) study","Wolf A, McKay A, Spowart C, Granville H, Boland A, Petrou S, Sutherland A, Gamble C.","Health Technol Assess. 2014 Dec;18(71):1-212. doi: 10.3310/hta18710.","Wolf A","Health Technol Assess","2014","2015/06/23","PMC4781314","","10.3310/hta18710"
